title;artist;album;isrc;addedDate;addedBy;duration;url
"Dark of the Day";Semblant;"Lunar Manifesto";BRTWT1400057;;;303s;http://www.tidal.com/track/59966669
"What Lies Ahead";Semblant;"Lunar Manifesto";BRTWT1400058;;;281s;http://www.tidal.com/track/59966670
"The Shrine";Semblant;"Lunar Manifesto";BRTWT1400059;;;342s;http://www.tidal.com/track/59966671
"Bursting Open";Semblant;"Lunar Manifesto";BRTWT1400060;;;252s;http://www.tidal.com/track/59966672
"Mists Over The Future";Semblant;"Lunar Manifesto";BRTWT1400061;;;338s;http://www.tidal.com/track/59966673
"The Hand That Bleeds";Semblant;"Lunar Manifesto";BRTWT1400062;;;292s;http://www.tidal.com/track/59966674
"Selfish Liar";Semblant;"Lunar Manifesto";BRTWT1400063;;;357s;http://www.tidal.com/track/59966675
"Ode To Rejection";Semblant;"Lunar Manifesto";BRTWT1400064;;;241s;http://www.tidal.com/track/59966676
"The Blind Eye";Semblant;"Lunar Manifesto";BRTWT1400065;;;237s;http://www.tidal.com/track/59966677
"Scarlet Heritage (Legacy of Blood)";Semblant;"Lunar Manifesto";BRTWT1400066;;;308s;http://www.tidal.com/track/59966678
Granted;"Josh Groban";"Bridges (Deluxe)";USRE11800258;;;280s;http://www.tidal.com/track/94742757
Symphony;"Josh Groban";"Bridges (Deluxe)";USRE11800159;;;213s;http://www.tidal.com/track/94742758
River;"Josh Groban";"Bridges (Deluxe)";USRE11800301;;;253s;http://www.tidal.com/track/94742759
"Música del Corazón (feat. Vicente Amigo)";"Josh Groban, Vicente Amigo";"Bridges (Deluxe)";USRE11800302;;;254s;http://www.tidal.com/track/94742760
"Bridge over Troubled Water";"Josh Groban";"Bridges (Deluxe)";USRE11800303;;;293s;http://www.tidal.com/track/94742764
"Run (with Sarah McLachlan)";"Josh Groban, Sarah McLachlan";"Bridges (Deluxe)";USRE11800304;;;288s;http://www.tidal.com/track/94742765
"S'il suffisait d'aimer";"Josh Groban";"Bridges (Deluxe)";USRE11800305;;;264s;http://www.tidal.com/track/94742766
"Won't Look Back";"Josh Groban";"Bridges (Deluxe)";USRE11800306;;;221s;http://www.tidal.com/track/94742767
"We Will Meet Once Again (with Andrea Bocelli)";"Josh Groban, Andrea Bocelli";"Bridges (Deluxe)";USRE11800307;;;235s;http://www.tidal.com/track/94742768
"More of You";"Josh Groban";"Bridges (Deluxe)";USRE11800308;;;255s;http://www.tidal.com/track/94742769
"99 Years (with Jennifer Nettles)";"Josh Groban, Jennifer Nettles";"Bridges (Deluxe)";USRE11800309;;;242s;http://www.tidal.com/track/94742770
"Bigger Than Us";"Josh Groban";"Bridges (Deluxe)";USRE11800310;;;185s;http://www.tidal.com/track/94742771
"You Have No Idea";"Josh Groban";"Bridges (Deluxe)";USRE11800311;;;279s;http://www.tidal.com/track/94742772
"She's Always a Woman";"Josh Groban";"Bridges (Deluxe)";USRE11800312;;;241s;http://www.tidal.com/track/94742773
"The Mission ";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877741;;;91s;http://www.tidal.com/track/86483266
"Phantom Divine (Shadow Empire)";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877742;;;246s;http://www.tidal.com/track/86483267
RavenLight;Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877743;;;221s;http://www.tidal.com/track/86483268
Amnesiac;Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877744;;;221s;http://www.tidal.com/track/86483269
"Burns To Embrace";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877745;;;354s;http://www.tidal.com/track/86483270
"In Twilight Hours";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877746;;;255s;http://www.tidal.com/track/86483271
"Kevlar Skin";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877747;;;246s;http://www.tidal.com/track/86483272
Static;Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877748;;;239s;http://www.tidal.com/track/86483273
"MindFall Remedy";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877749;;;203s;http://www.tidal.com/track/86483274
"Stories Unheard";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877750;;;264s;http://www.tidal.com/track/86483275
"Vespertine (My Crimson Bride)";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877751;;;238s;http://www.tidal.com/track/86483276
"The Proud and The Broken";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877752;;;384s;http://www.tidal.com/track/86483277
"Ministrium (Shadow Key)";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877753;;;183s;http://www.tidal.com/track/86483278
"Phantom Divine (Shadow Empire) [Instrumental Version]";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877754;;;247s;http://www.tidal.com/track/86483279
"RavenLight (Instrumental Version)";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877755;;;218s;http://www.tidal.com/track/86483280
"Amnesiac (Instrumental Version)";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877756;;;219s;http://www.tidal.com/track/86483281
"Burns To Embrace (Instrumental Version)";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877757;;;354s;http://www.tidal.com/track/86483282
"Kevlar Skin (Instrumental Version)";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877758;;;246s;http://www.tidal.com/track/86483283
"The Proud and The Broken (Instrumental Version)";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877759;;;386s;http://www.tidal.com/track/86483284
"The Last Day of Sunlight (Bonus)";Kamelot;"The Shadow Theory (Deluxe Bonus Version)";ATN261877760;;;261s;http://www.tidal.com/track/86483285
"The Infection";"In This Moment";"Black Widow";USAT21404364;;;110s;http://www.tidal.com/track/68606209
"Sex Metal Barbie";"In This Moment";"Black Widow";USAT21404365;;;262s;http://www.tidal.com/track/68606210
"Big Bad Wolf";"In This Moment";"Black Widow";USAT21404366;;;312s;http://www.tidal.com/track/68606211
"Dirty Pretty";"In This Moment";"Black Widow";USAT21404367;;;247s;http://www.tidal.com/track/68606212
"Black Widow";"In This Moment";"Black Widow";USAT21404368;;;298s;http://www.tidal.com/track/68606213
"Sexual Hallucination (feat. Brent Smith)";"In This Moment, Brent Smith";"Black Widow";USAT21404369;;;378s;http://www.tidal.com/track/68606214
"Sick Like Me";"In This Moment";"Black Widow";USAT21404031;;;300s;http://www.tidal.com/track/68606215
"Bloody Creature Poster Girl";"In This Moment";"Black Widow";USAT21404370;;;260s;http://www.tidal.com/track/68606216
"The Fighter";"In This Moment";"Black Widow";USAT21404371;;;293s;http://www.tidal.com/track/68606217
Bones;"In This Moment";"Black Widow";USAT21404372;;;270s;http://www.tidal.com/track/68606218
"Natural Born Sinner";"In This Moment";"Black Widow";USAT21404373;;;309s;http://www.tidal.com/track/68606219
"Into the Darkness";"In This Moment";"Black Widow";USAT21404374;;;172s;http://www.tidal.com/track/68606220
"Out of Hell";"In This Moment";"Black Widow";USAT21404375;;;395s;http://www.tidal.com/track/68606221
Salvation;"In This Moment";Ritual;NLA321700133;;;141s;http://www.tidal.com/track/76326143
"Oh Lord";"In This Moment";Ritual;NLA321700134;;;248s;http://www.tidal.com/track/76326144
"Black Wedding (feat. Rob Halford)";"In This Moment, Rob Halford";Ritual;NLA321700135;;;247s;http://www.tidal.com/track/76326145
"In the Air Tonight";"In This Moment";Ritual;NLA321700136;;;297s;http://www.tidal.com/track/76326146
"Joan of Arc";"In This Moment";Ritual;NLA321700137;;;217s;http://www.tidal.com/track/76326147
"River of Fire";"In This Moment";Ritual;NLA321700138;;;238s;http://www.tidal.com/track/76326148
"Witching Hour";"In This Moment";Ritual;NLA321700139;;;250s;http://www.tidal.com/track/76326149
"Twin Flames";"In This Moment";Ritual;NLA321700140;;;300s;http://www.tidal.com/track/76326150
"Half God Half Devil";"In This Moment";Ritual;NLA321700141;;;252s;http://www.tidal.com/track/76326151
"No Me Importa";"In This Moment";Ritual;NLA321700142;;;256s;http://www.tidal.com/track/76326152
Roots;"In This Moment";Ritual;NLA321700143;;;250s;http://www.tidal.com/track/76326153
"Lay Your Gun Down";"In This Moment";Ritual;NLA321700144;;;243s;http://www.tidal.com/track/76326154
"Next To Me";"Imagine Dragons";Evolve;USUM71704654;;;230s;http://www.tidal.com/track/91950966
"I Don’t Know Why";"Imagine Dragons";Evolve;USUM71704691;;;190s;http://www.tidal.com/track/91950967
"Whatever It Takes";"Imagine Dragons";Evolve;USUM71703515;;;201s;http://www.tidal.com/track/91950968
Believer;"Imagine Dragons";Evolve;USUM71700626;;;204s;http://www.tidal.com/track/91950969
"Walking The Wire";"Imagine Dragons";Evolve;USUM71704648;;;232s;http://www.tidal.com/track/91950970
"Rise Up";"Imagine Dragons";Evolve;USUM71704659;;;231s;http://www.tidal.com/track/91950971
"I’ll Make It Up To You";"Imagine Dragons";Evolve;USUM71704656;;;262s;http://www.tidal.com/track/91950972
Yesterday;"Imagine Dragons";Evolve;USUM71704651;;;205s;http://www.tidal.com/track/91950973
"Mouth Of The River";"Imagine Dragons";Evolve;USUM71704657;;;221s;http://www.tidal.com/track/91950974
Thunder;"Imagine Dragons";Evolve;USUM71704167;;;187s;http://www.tidal.com/track/91950975
"Start Over";"Imagine Dragons";Evolve;USUM71704649;;;186s;http://www.tidal.com/track/91950976
"Dancing In The Dark";"Imagine Dragons";Evolve;USUM71704650;;;233s;http://www.tidal.com/track/91950977
"Vintage Vibe";"Vincent Ingala";"North End Soul";USHM21048071;;;244s;http://www.tidal.com/track/29440338
"Free To Groove";"Vincent Ingala";"North End Soul";USHM21048072;;;248s;http://www.tidal.com/track/29440339
"It Is What It Is";"Vincent Ingala";"North End Soul";USHM21048073;;;275s;http://www.tidal.com/track/29440340
"Lost In You";"Vincent Ingala";"North End Soul";USHM21048074;;;251s;http://www.tidal.com/track/29440341
"What Does It Take (Vinnie's Take)";"Vincent Ingala";"North End Soul";USHM21048075;;;212s;http://www.tidal.com/track/29440342
"Midnight Pass";"Vincent Ingala";"North End Soul";USHM21048076;;;207s;http://www.tidal.com/track/29440343
"Look At Me (I'm In Love)";"Vincent Ingala";"North End Soul";USHM21048077;;;215s;http://www.tidal.com/track/29440344
"Night Flight";"Vincent Ingala";"North End Soul";USHM21048078;;;296s;http://www.tidal.com/track/29440345
K-Jee;"Vincent Ingala";"North End Soul";USHM21048079;;;302s;http://www.tidal.com/track/29440346
"Planet Earth II Suite";"Hans Zimmer, Jacob Shea,  & Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600231;;;271s;http://www.tidal.com/track/66613500
"The Sloth";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600232;;;220s;http://www.tidal.com/track/66613501
"Home to Dragons";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600233;;;300s;http://www.tidal.com/track/66613502
"Albatross Dance";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600234;;;240s;http://www.tidal.com/track/66613503
"Racer Snakes vs Iguanas";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600235;;;299s;http://www.tidal.com/track/66613504
"Chinstrap Penguins";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600236;;;200s;http://www.tidal.com/track/66613505
"Singing Indri";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600237;;;161s;http://www.tidal.com/track/66613506
"Competing Hummingbirds";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600238;;;191s;http://www.tidal.com/track/66613507
"Life In the Canopy";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600239;;;161s;http://www.tidal.com/track/66613508
"Jungle Weather";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600240;;;100s;http://www.tidal.com/track/66613509
"Night Crawlers";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600241;;;119s;http://www.tidal.com/track/66613510
"World of Bioluminescence";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600242;;;170s;http://www.tidal.com/track/66613511
"Wilson's Bird-of-Paradise";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600243;;;208s;http://www.tidal.com/track/66613512
"Something Worth Protecting";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600244;;;136s;http://www.tidal.com/track/66613513
"Life Without Water";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600245;;;159s;http://www.tidal.com/track/66613514
"Monsoon Deserts/Canyonlands";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600246;;;199s;http://www.tidal.com/track/66613515
"Lions vs Giraffe";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600247;;;210s;http://www.tidal.com/track/66613516
"The Butcher Bird";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600248;;;67s;http://www.tidal.com/track/66613517
"Wild Horses";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600249;;;164s;http://www.tidal.com/track/66613518
"Desert Nightlife/Golden Mole";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600250;;;219s;http://www.tidal.com/track/66613519
"Long-Eared Bat vs Scorpion";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600251;;;192s;http://www.tidal.com/track/66613520
"Early Morning Fog";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600252;;;173s;http://www.tidal.com/track/66613521
"Roof of the World";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600253;;;52s;http://www.tidal.com/track/66613522
"Peaks of North America";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600254;;;119s;http://www.tidal.com/track/66613523
"The Ibex";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600255;;;100s;http://www.tidal.com/track/66613524
"The Himalayas";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600256;;;136s;http://www.tidal.com/track/66613525
"Flight Over Alps";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600257;;;137s;http://www.tidal.com/track/66613526
"Ice Skating Flamingos";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600258;;;78s;http://www.tidal.com/track/66613527
"Dancing Bears";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600259;;;98s;http://www.tidal.com/track/66613528
"Tenatious Bobcat";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600260;;;114s;http://www.tidal.com/track/66613529
"Garden of Ice";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600261;;;124s;http://www.tidal.com/track/66613530
"Snow Leopards";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600262;;;314s;http://www.tidal.com/track/66613531
"Savage Beauty";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600263;;;103s;http://www.tidal.com/track/66613532
"Nomadic Life";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600264;;;117s;http://www.tidal.com/track/66613533
"Hunting Buffalo Herds";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600265;;;256s;http://www.tidal.com/track/66613534
"The Okavango";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600266;;;99s;http://www.tidal.com/track/66613535
"Carmine Bee Eaters";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600267;;;160s;http://www.tidal.com/track/66613536
"Industrious Insects";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600268;;;218s;http://www.tidal.com/track/66613537
"The Great Migration";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600269;;;345s;http://www.tidal.com/track/66613538
"The Unnatural Habitat";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600270;;;76s;http://www.tidal.com/track/66613539
"Langurs of Jodhpur";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600271;;;155s;http://www.tidal.com/track/66613540
"Temple Gardens";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600272;;;130s;http://www.tidal.com/track/66613541
"Market Thieves";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600273;;;190s;http://www.tidal.com/track/66613542
Illuminated;"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600274;;;91s;http://www.tidal.com/track/66613543
"City Skylines";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600275;;;87s;http://www.tidal.com/track/66613544
Starlings;"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600276;;;112s;http://www.tidal.com/track/66613545
"Toronto Raccoons";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600277;;;172s;http://www.tidal.com/track/66613546
"We Are the Designers";"Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600278;;;168s;http://www.tidal.com/track/66613547
Epilogue;"Hans Zimmer, Jacob Shea, Jasha Klebe";"Planet Earth II (Original Television Soundtrack)";GBAJC1600279;;;79s;http://www.tidal.com/track/66613548
"The Mole";"Hans Zimmer";"Dunkirk (Original Motion Picture Soundtrack)";USNLR1700524;;;336s;http://www.tidal.com/track/104868179
"We Need Our Army Back";"Hans Zimmer";"Dunkirk (Original Motion Picture Soundtrack)";USNLR1700525;;;388s;http://www.tidal.com/track/104868182
"Shivering Soldier";"Hans Zimmer";"Dunkirk (Original Motion Picture Soundtrack)";USNLR1700526;;;172s;http://www.tidal.com/track/104868183
Supermarine;"Hans Zimmer";"Dunkirk (Original Motion Picture Soundtrack)";USNLR1700527;;;483s;http://www.tidal.com/track/104868184
"The Tide";"Hans Zimmer";"Dunkirk (Original Motion Picture Soundtrack)";USNLR1700528;;;229s;http://www.tidal.com/track/104868185
